trial_name,h_flex_torque_scale,h_flex_power_scale,h_ext_power_scale,k_ext_torque_scale,k_ext_power_scale,k_flex_torque_scale,k_flex_power_scale,cost
Trial 19,0.2480130334239155,0.1286284256002993,-0.2333445401123846,0.1319302611558626,0.0745186878216554,0.0120996654198842,-0.0348625189835131,48.4429931640625
Trial 20,0.2753859302690575,0.1164947953857743,-0.2366847429206925,0.0511788217335198,0.1218060063982099,0.0093329769783646,-0.032873382039204,48.81658554077149
Trial 21,0.1777704559072107,0.0444810875597502,-0.1607111876771912,0.1224930164633359,0.0978544953001006,0.0285111088770613,-0.0897255493966777,48.82400131225586
Trial 22,0.1496214629445069,0.0878307147566055,-0.2002505801128494,0.1501608476477078,0.1191296367521125,0.0261257615166086,-0.0433209875086486,58.135738372802734
Trial 23,0.1998357488561944,0.1282846888756408,-0.2393764353741062,0.049241514035156,0.0979744104758137,0.0382039814813568,-0.0279633881230643,51.855865478515625
Trial 24,0.0807590037595696,0.0817428387900046,-0.18163075962428,0.0774217559366681,0.0780814631528438,0.1059076719382077,-0.1023924777290812,56.422569274902344
Trial 25,0.259723454668015,0.0872623275265023,-0.2152175560346303,0.1174002690188946,0.079606856410947,0.0483077171450185,-0.0707555828478158,40.997257232666016
Trial 26,0.2230015925467623,0.0213207483650629,-0.2387441733499559,0.0452693729305785,0.1438815532203649,0.0280551537591129,-0.0509987201662451,50.756160736083984
Trial 27,0.1605158793570883,0.0430072529819199,-0.2371593982788935,0.1378239560489048,0.1131664407518497,0.0024709950284793,-0.0465817755024467,46.57523727416992
Trial 28,0.259071049357937,0.1092740456779797,-0.2172451596236853,0.1882866665815988,0.0572809069974119,0.0377343572821292,-0.0419981446214169,42.725364685058594
Trial 29,0.1332976134814333,0.0955369496678819,-0.1698703363100764,0.1301634733296048,0.0724464903038481,0.0200855545911779,-0.0451214974399837,49.27329635620117
Trial 30,0.1081659901510665,0.1508606860224985,-0.0684984753350002,0.09384382770971,0.0976986678058246,0.1686717062753774,-0.1233056080911267,59.75970458984375
Trial 31,0.2981206062493886,0.07314994350028,-0.2276296210556499,0.1273664506129627,0.0983664343386294,0.0274090906614376,-0.0637812459039084,47.67710876464844
Trial 32,0.2280941982984549,0.113780952398056,-0.183199387599428,0.1992215283925442,0.1264553375092695,0.0011637725428417,-0.0712662803621169,45.44627380371094
Trial 33,0.2230973261162469,0.1165089873803168,-0.2398828416647163,0.1351642423034143,0.0789509104373892,0.0416449003737102,-0.0331014152915061,43.01047897338867
Trial 34,0.298946051232684,0.053307630953379,-0.2381059472455399,0.0711412062858327,0.1281142194767524,0.110083587885822,-0.0318081432686213,44.456729888916016
Trial 35,0.2189004456404726,0.0721404019945177,-0.229486761400177,0.1364424171723438,0.1367587696197748,0.0324876966453383,-0.0313253585901566,45.4342041015625
Trial 36,0.2696852979159664,0.0764149730706587,-0.2213397693809777,0.1046027243796091,0.1193191264124721,0.1222495183553334,-0.0433187798448463,44.83036422729492
Trial 37,0.2772685758606187,0.0171755458625305,-0.2172127796182449,0.0741615186835856,0.0736520402187944,0.0176331813342717,-0.077712354667343,46.15174865722656
Trial 38,0.1567026638626122,0.1801468298467635,-0.2398308173905906,0.0536515843575538,0.0039427898358403,0.071980027146807,-0.0432846918266267,39.390907287597656
Trial 39,0.2433634007560838,0.0064339704885067,-0.1852596923437526,0.1093150196461386,0.1184426505250766,0.0196825565560517,-0.0954153560789823,51.07631301879883
Trial 40,0.2637808889992403,0.1318876808498126,-0.2399286237964984,0.1633110437037996,0.0745481410551092,0.0725318330118005,-0.0470590967977373,50.4171257019043
Trial 41,0.1626593076831551,0.084230082043399,-0.2288680294796833,0.04428202876779,0.1582282658841835,0.0232847637756924,-0.0209425585010702,44.143951416015625
Trial 42,0.2976186736716786,0.060973039471962,-0.2203344728561554,0.1272175330092007,0.0626531456103713,0.005443575448396,-0.0317117232876177,50.67635345458984
Trial 43,0.2239261756017595,0.1489483094907153,-0.19574930575619,0.1601786439689954,0.1075086527778053,0.0495647566996788,-0.0730822341940511,51.265586853027344
Trial 44,0.24391478324086963,0.16541418060025853,-0.17590127991206378,0.17564945022238437,0.08046254389579191,0.007479912572066748,-0.028280547816387974,45.3339958190918
Trial 45,0.2920194644359057,0.06832895517539285,-0.23393010134146944,0.197533557092542,0.106739039744174,0.013438726125594748,-0.07202715607748825,41.85050582885742
